Instance;Repetition;Algorithm;Fitness;Time
"N-be75eec_150";1;"CH_BECKER";3272042
"N-be75tot_150";1;"CH_BECKER";11375636
"N-stabu1_150";1;"CH_BECKER";2653644
"N-stabu3_150";1;"CH_BECKER";4165972
"N-t59n11xx_150";1;"CH_BECKER";298299
"N-tiw56n62_150";1;"CH_BECKER";1499971
"N-t65d11xx_150";1;"CH_BECKER";3273505
"N-t70d11xn_150";1;"CH_BECKER";5390384
"N-t65l11xx_150";1;"CH_BECKER";236383
"N-be75np_150";1;"CH_BECKER";6723878
"N-be75oi_150";1;"CH_BECKER";2107093
"N-t65f11xx_150";1;"CH_BECKER";2907219
"N-tiw56n66_150";1;"CH_BECKER";1937538
"N-t74d11xx_150";1;"CH_BECKER";8661855
"N-tiw56n58_150";1;"CH_BECKER";1067356
"N-t70d11xx_150";1;"CH_BECKER";5688648
"N-t59f11xx_150";1;"CH_BECKER";1430474
"N-t70f11xx_150";1;"CH_BECKER";4714669
"N-t70n11xx_150";1;"CH_BECKER";892537
"N-t75n11xx_150";1;"CH_BECKER";1616971
"N-t65b11xx_150";1;"CH_BECKER";5888166
"N-stabu2_150";1;"CH_BECKER";4018779
"N-tiw56r58_150";1;"CH_BECKER";1117707
"N-t70l11xx_150";1;"CH_BECKER";411597
"N-t59d11xx_150";1;"CH_BECKER";1336702
"N-t65n11xx_150";1;"CH_BECKER";511522
"N-t70b11xx_150";1;"CH_BECKER";8875218
"N-tiw56r67_150";1;"CH_BECKER";1908259
"N-t59b11xx_150";1;"CH_BECKER";2986005
"N-t69r11xx_150";1;"CH_BECKER";10814126
"N-t75d11xx_150";1;"CH_BECKER";8902226
"N-tiw56n67_150";1;"CH_BECKER";2182874
"N-t75k11xx_150";1;"CH_BECKER";1418651
"N-tiw56r66_150";1;"CH_BECKER";1782860
"N-tiw56r54_150";1;"CH_BECKER";879773
"N-tiw56n54_150";1;"CH_BECKER";772362
"N-tiw56n72_150";1;"CH_BECKER";3804384
"N-tiw56r72_150";1;"CH_BECKER";2582816
"N-t75e11xx_150";1;"CH_BECKER";38516853
"N-be75eec_250";1;"CH_BECKER";8230604
"N-t59b11xx_250";1;"CH_BECKER";7744205
"N-t59d11xx_250";1;"CH_BECKER";3498278
"N-tiw56n66_250";1;"CH_BECKER";4950287
"N-stabu2_250";1;"CH_BECKER";10612698
"N-stabu1_250";1;"CH_BECKER";7106938
"N-stabu3_250";1;"CH_BECKER";10846161
"N-t70l11xx_250";1;"CH_BECKER";1031598
"N-be75tot_250";1;"CH_BECKER";28606054
"N-t65b11xx_250";1;"CH_BECKER";16048060
"N-t59f11xx_250";1;"CH_BECKER";3709886
"N-t75k11xx_250";1;"CH_BECKER";3764028
"N-t59n11xx_250";1;"CH_BECKER";762664
"N-t65d11xx_250";1;"CH_BECKER";8639560
"N-t65n11xx_250";1;"CH_BECKER";1323985
"N-be75np_250";1;"CH_BECKER";16596385
"N-t65f11xx_250";1;"CH_BECKER";7814039
"N-t70b11xx_250";1;"CH_BECKER";23508810
"N-t65l11xx_250";1;"CH_BECKER";615537
"N-be75oi_250";1;"CH_BECKER";5437188
"N-tiw56n62_250";1;"CH_BECKER";3829053
"N-t69r11xx_250";1;"CH_BECKER";29311139
"N-t70d11xn_250";1;"CH_BECKER";14029244
"N-t70f11xx_250";1;"CH_BECKER";12547958
"N-t70n11xx_250";1;"CH_BECKER";2291324
"N-t70d11xx_250";1;"CH_BECKER";14769609
"N-t75d11xx_250";1;"CH_BECKER";23186359
"N-t74d11xx_250";1;"CH_BECKER";22598020
"N-t75e11xx_250";1;"CH_BECKER";99278844
"N-tiw56n54_250";1;"CH_BECKER";1924384
"N-tiw56n58_250";1;"CH_BECKER";2672580
"N-t75n11xx_250";1;"CH_BECKER";4220530
"N-tiw56n72_250";1;"CH_BECKER";10274121
"N-tiw56r54_250";1;"CH_BECKER";2194293
"N-tiw56n67_250";1;"CH_BECKER";5853997
"N-tiw56r66_250";1;"CH_BECKER";4580947
"N-tiw56r58_250";1;"CH_BECKER";2831624
"N-tiw56r72_250";1;"CH_BECKER";6843253
"N-tiw56r67_250";1;"CH_BECKER";4880525
"N-t59f11xx_300";1;"CH_BECKER";4714587
"N-t59n11xx_300";1;"CH_BECKER";929512
"N-t59i11xx_300";1;"CH_BECKER";333622170
"N-stabu75_300";1;"CH_BECKER";14368403
"N-t65b11xx_300";1;"CH_BECKER";20290616
"N-be75tot_300";1;"CH_BECKER";40563097
"N-be75np_300";1;"CH_BECKER";24104946
"N-stabu74_300";1;"CH_BECKER";13919351
"N-t65f11xx_300";1;"CH_BECKER";10334278
"N-stabu70_300";1;"CH_BECKER";9180758
"N-t65n11xx_300";1;"CH_BECKER";1661585
"N-t70d11xx_300";1;"CH_BECKER";19005040
"N-t65i11xx_300";1;"CH_BECKER";795602593
"N-t70k11xx_300";1;"CH_BECKER";2691753800
"N-t70b11xx_300";1;"CH_BECKER";29361496
"N-t69r11xx_300";1;"CH_BECKER";38002982
"N-t70f11xx_300";1;"CH_BECKER";16601228
"N-t65w11xx_300";1;"CH_BECKER";6790025591
"N-t70i11xx_300";1;"CH_BECKER";1250542500
"N-t70n11xx_300";1;"CH_BECKER";2852094
"N-be75oi_300";1;"CH_BECKER";8735582
"N-be75eec_300";1;"CH_BECKER";11434029
"N-t65d11xx_300";1;"CH_BECKER";10945657
"N-t65l11xx_300";1;"CH_BECKER";766296
"N-t59d11xx_300";1;"CH_BECKER";4630193
"N-t75i11xx_300";1;"CH_BECKER";3475548743
"N-t75e11xx_300";1;"CH_BECKER";133910905
"N-t70d11xxb_300";1;"CH_BECKER";18189790
"N-t75u11xx_300";1;"CH_BECKER";2842318269
"N-t75n11xx_300";1;"CH_BECKER";5335572
"N-t59b11xx_300";1;"CH_BECKER";9699800
"N-t75k11xx_300";1;"CH_BECKER";4898545
"N-t75d11xx_300";1;"CH_BECKER";29918672
"N-t70u11xx_300";1;"CH_BECKER";971046800
"N-tiw56r58_300";1;"CH_BECKER";3470089
"N-tiw56n62_300";1;"CH_BECKER";4740018
"N-t74d11xx_300";1;"CH_BECKER";28970922
"N-t70w11xx_300";1;"CH_BECKER";10996141960
"N-tiw56n67_300";1;"CH_BECKER";7055622
"N-tiw56n72_300";1;"CH_BECKER";12122835
"N-tiw56n58_300";1;"CH_BECKER";3325953
"N-tiw56n54_300";1;"CH_BECKER";2445135
"N-tiw56r72_300";1;"CH_BECKER";8288352
"N-be75eec_500";1;"CH_BECKER";30740838
"N-usa79_300";1;"CH_BECKER";26572791
"N-t70l11xx_300";1;"CH_BECKER";1340448
"N-t70x11xx_300";1;"CH_BECKER";13668188889
"N-tiw56r54_300";1;"CH_BECKER";2740665
"N-stabu74_500";1;"CH_BECKER";37994625
"N-tiw56n66_300";1;"CH_BECKER";6171259
"N-tiw56r66_300";1;"CH_BECKER";5710858
"N-tiw56r67_300";1;"CH_BECKER";6366145
"N-t65f11xx_500";1;"CH_BECKER";27262968
"N-be75np_500";1;"CH_BECKER";62001104
"N-t59b11xx_500";1;"CH_BECKER";25601835
"N-be75tot_500";1;"CH_BECKER";105573280
"N-stabu70_500";1;"CH_BECKER";25122424
"N-t65l11xx_500";1;"CH_BECKER";2132990
"N-t65b11xx_500";1;"CH_BECKER";55062298
"N-t65d11xx_500";1;"CH_BECKER";29469338
"N-be75oi_500";1;"CH_BECKER";23323059
"N-t59f11xx_500";1;"CH_BECKER";12455664
"N-t70d11xx_500";1;"CH_BECKER";51560634
"N-t65i11xx_500";1;"CH_BECKER";2085217570
"N-t65n11xx_500";1;"CH_BECKER";4312401
"N-t59d11xx_500";1;"CH_BECKER";12321080
"N-t65w11xx_500";1;"CH_BECKER";18017493370
"N-t70b11xx_500";1;"CH_BECKER";78118623
"N-t70d11xxb_500";1;"CH_BECKER";48422881
"N-t70l11xx_500";1;"CH_BECKER";3510477
"N-t70k11xx_500";1;"CH_BECKER";7095913800
"N-t69r11xx_500";1;"CH_BECKER";99996150
"N-t59i11xx_500";1;"CH_BECKER";863151903
"N-t70i11xx_500";1;"CH_BECKER";3239816237
"N-t75i11xx_500";1;"CH_BECKER";9053272507
"N-t59n11xx_500";1;"CH_BECKER";2418323
"N-stabu75_500";1;"CH_BECKER";39202791
"N-t70f11xx_500";1;"CH_BECKER";44201419
"N-tiw56n72_500";1;"CH_BECKER";32404106
"N-t70u11xx_500";1;"CH_BECKER";2542646500
"N-t75e11xx_500";1;"CH_BECKER";345559048
"N-tiw56n54_500";1;"CH_BECKER";6439878
"N-t75d11xx_500";1;"CH_BECKER";80199584
"N-tiw56r58_500";1;"CH_BECKER";9225163
"N-tiw56r72_500";1;"CH_BECKER";21847128
"N-t75u11xx_500";1;"CH_BECKER";7465799128
"N-t70x11xx_500";1;"CH_BECKER";36142796343
"N-t74d11xx_500";1;"CH_BECKER";78268951
"N-tiw56n58_500";1;"CH_BECKER";8820398
"N-tiw56r66_500";1;"CH_BECKER";15107225
"N-tiw56n67_500";1;"CH_BECKER";18945410
"N-tiw56r67_500";1;"CH_BECKER";16707529
"N-tiw56n66_500";1;"CH_BECKER";16329912
"N-tiw56r54_500";1;"CH_BECKER";7261490
"N-t70w11xx_500";1;"CH_BECKER";29202738972
"N-t70n11xx_500";1;"CH_BECKER";7374588
"N-tiw56n62_500";1;"CH_BECKER";12504828
"N-t75n11xx_500";1;"CH_BECKER";13833465
"N-t75k11xx_500";1;"CH_BECKER";13072580
"N-usa79_500";1;"CH_BECKER";70115488
"N-stabu70_750";1;"CH_BECKER";53936402
"N-be75eec_750";1;"CH_BECKER";66151034
"N-stabu74_750";1;"CH_BECKER";80991049
"N-t70f11xx_750";1;"CH_BECKER";96651399
"N-t65f11xx_750";1;"CH_BECKER";58766242
"N-t75d11xx_750";1;"CH_BECKER";171583174
"N-t59f11xx_750";1;"CH_BECKER";27054825
"N-t65w11xx_750";1;"CH_BECKER";38860197463
"N-t59b11xx_750";1;"CH_BECKER";55719865
"N-t59n11xx_750";1;"CH_BECKER";5244673
"N-be75oi_750";1;"CH_BECKER";53328321
"N-t65d11xx_750";1;"CH_BECKER";63164287
"N-stabu75_750";1;"CH_BECKER";83927923
"N-t65l11xx_750";1;"CH_BECKER";4549409
"N-t65b11xx_750";1;"CH_BECKER";120844585
"N-t59d11xx_750";1;"CH_BECKER";27824538
"N-t75e11xx_750";1;"CH_BECKER";761108827
"N-t70x11xx_750";1;"CH_BECKER";78437906762
"N-be75np_750";1;"CH_BECKER";132015197
"N-tiw56r72_750";1;"CH_BECKER";47826972
"N-t70n11xx_750";1;"CH_BECKER";15760595
"N-t70d11xx_750";1;"CH_BECKER";110143316
"N-t69r11xx_750";1;"CH_BECKER";217674498
"N-tiw56r58_750";1;"CH_BECKER";19965497
"N-be75tot_750";1;"CH_BECKER";229224871
"N-t65i11xx_750";1;"CH_BECKER";4578965247
"N-t59i11xx_750";1;"CH_BECKER";1923522188
"N-tiw56r54_750";1;"CH_BECKER";15790393
"N-t70b11xx_750";1;"CH_BECKER";168936323
"N-t70l11xx_750";1;"CH_BECKER";7317703
"N-t65n11xx_750";1;"CH_BECKER";9299048
"N-t70u11xx_750";1;"CH_BECKER";5528550800
"N-tiw56n58_750";1;"CH_BECKER";19133053
"N-t75i11xx_750";1;"CH_BECKER";19778776372
"N-t70w11xx_750";1;"CH_BECKER";63718647173
"N-t70i11xx_750";1;"CH_BECKER";7082676979
"N-tiw56n72_750";1;"CH_BECKER";71452706
"N-tiw56r67_750";1;"CH_BECKER";36659197
"N-t74d11xx_750";1;"CH_BECKER";167335666
"N-usa79_750";1;"CH_BECKER";145961176
"N-t75u11xx_750";1;"CH_BECKER";16076811887
"N-t70k11xx_750";1;"CH_BECKER";15437293600
"N-tiw56r66_750";1;"CH_BECKER";32796926
"N-tiw56n66_750";1;"CH_BECKER";35552410
"N-tiw56n62_750";1;"CH_BECKER";27352064
"N-tiw56n67_750";1;"CH_BECKER";41488700
"N-t70d11xxb_750";1;"CH_BECKER";104334341
"N-tiw56n54_750";1;"CH_BECKER";14010918
"N-t75k11xx_750";1;"CH_BECKER";28327113
"N-t75n11xx_750";1;"CH_BECKER";29476654
"N-be75eec_1000";1;"CH_BECKER";113580283
"N-t75e11xx_1000";1;"CH_BECKER";1292104945
"N-tiw56r54_1000";1;"CH_BECKER";27126931
"N-t75i11xx_1000";1;"CH_BECKER";34015331521
"N-t70i11xx_1000";1;"CH_BECKER";12158807369
"N-stabu74_1000";1;"CH_BECKER";140698015
"N-t70k11xx_1000";1;"CH_BECKER";26501399300
"N-t59b11xx_1000";1;"CH_BECKER";94834075
"N-t70u11xx_1000";1;"CH_BECKER";9588625800
"N-be75tot_1000";1;"CH_BECKER";392442588
"N-t65b11xx_1000";1;"CH_BECKER";206532578
"N-t70n11xx_1000";1;"CH_BECKER";26941974
"N-t65f11xx_1000";1;"CH_BECKER";101130631
"N-be75np_1000";1;"CH_BECKER";229181064
"N-tiw56n66_1000";1;"CH_BECKER";61209828
"N-stabu70_1000";1;"CH_BECKER";93730960
"N-t75u11xx_1000";1;"CH_BECKER";27664164367
"N-tiw56n72_1000";1;"CH_BECKER";120811253
"N-tiw56n58_1000";1;"CH_BECKER";33092769
"N-t59n11xx_1000";1;"CH_BECKER";8907550
"N-tiw56n54_1000";1;"CH_BECKER";24135393
"N-t65w11xx_1000";1;"CH_BECKER";67039153368
"N-be75oi_1000";1;"CH_BECKER";87792966
"N-t70d11xx_1000";1;"CH_BECKER";190966239
"N-tiw56n62_1000";1;"CH_BECKER";47177248
"N-t65i11xx_1000";1;"CH_BECKER";7819208818
"N-t70d11xxb_1000";1;"CH_BECKER";181633392
"N-t75n11xx_1000";1;"CH_BECKER";50210350
"N-tiw56n67_1000";1;"CH_BECKER";70263799
"N-t70x11xx_1000";1;"CH_BECKER";135438859576
"N-t65d11xx_1000";1;"CH_BECKER";109479711
"N-t69r11xx_1000";1;"CH_BECKER";368323227
"N-t70b11xx_1000";1;"CH_BECKER";291601211
"N-t75d11xx_1000";1;"CH_BECKER";298606303
"N-t70w11xx_1000";1;"CH_BECKER";109564771331
"N-stabu75_1000";1;"CH_BECKER";145728453
"N-t59i11xx_1000";1;"CH_BECKER";3224612568
"N-t74d11xx_1000";1;"CH_BECKER";291001926
"N-t70f11xx_1000";1;"CH_BECKER";166322597
"N-t65n11xx_1000";1;"CH_BECKER";15893929
"N-tiw56r67_1000";1;"CH_BECKER";61772321
"N-tiw56r58_1000";1;"CH_BECKER";34509698
"N-tiw56r72_1000";1;"CH_BECKER";81620043
"N-usa79_1000";1;"CH_BECKER";253867040
"N-tiw56r66_1000";1;"CH_BECKER";56446314
"N-t59d11xx_1000";1;"CH_BECKER";47581292
"N-t75k11xx_1000";1;"CH_BECKER";48492394
"N-t59f11xx_1000";1;"CH_BECKER";45921956
"N-t65l11xx_1000";1;"CH_BECKER";8067775
"N-t70l11xx_1000";1;"CH_BECKER";13058565
"N-be75eec_150";5;"CH_VALENTINO";3401485
"N-be75eec_150";7;"CH_VALENTINO";3409030
"N-be75eec_150";13;"CH_VALENTINO";3371301
