"";"Instance";"Benchmark";"Old";"New";"Update"
"533";"N-t70k11xx_1000";"xLOLIB2";28347737700;28351747000;TRUE
"534";"N-t75u11xx_1000";"xLOLIB2";29546408673;29557647434;TRUE
"535";"N-t70w11xx_500";"xLOLIB2";31385282306;31482656885;TRUE
"536";"N-t75i11xx_1000";"xLOLIB2";36310532286;36319330625;TRUE
"537";"N-t70x11xx_500";"xLOLIB2";38766475078;38846619405;TRUE
"538";"N-t65w11xx_750";"xLOLIB2";41694007169;41737976722;TRUE
"539";"N-t70w11xx_750";"xLOLIB2";67924679695;68013529104;TRUE
"540";"N-t65w11xx_1000";"xLOLIB2";71641194859;71696369800;TRUE
"541";"N-t70x11xx_750";"xLOLIB2";83754553171;83877382884;TRUE
"542";"N-t70w11xx_1000";"xLOLIB2";116868784888;117160728531;TRUE
"543";"N-t70x11xx_1000";"xLOLIB2";144204864594;144521167089;TRUE
